Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
329575,B002QWHJOU,AVAAL77L6SZ6,"D. Fagen ""Dana F.""",0,0,5,1339200000,love them and will buy again!,"I have a 10 month old puppy. She is a mix between 1/4 poodle, chihuahua, terrier, and maltese. She is SUPER picky with treats and food in general and she absolutely loves these!! She wants one all the time! Her bowel movements are not affected by them in a negative way. The only thing I would say that is a con is that they don't last very long! She eats them pretty quickly even though the material of them is pretty rock solid and her mouth is tiny."
355646,B002QWP8H0,AQ5GU666JJWV,Jeanine Yamazaki,0,0,2,1342051200,Dog got sick,Been buying greenies for years.  Decide to try the senior version but it made my dog sick.  I don't know if its to soft or what but it seemed to get stuck in his throat that he'd eat some grass to throw it up.  Bummed since I bought a tub.
189764,B001EO5Q64,A2JDTH85IBN3Q9,"bugga3kids ""bugga3kids""",0,0,5,1286236800,Nutiva Organic Extra Virgin Coconut Oil,Great product with consistent quality all the time.  This brand has wonderful flavor.  It's addition to a green smoothie gives you an added flavor and the little added fat you need nutritionally. The pack of 2 is an added bonus and well worth the purchase price.
329808,B002QWHJOU,A3BVSVB8I7GU3K,JD 068,0,0,4,1301616000,the Wonder Dog's Favorite,"My vet recommended these, and the Wonder Dog loves them! They're a bit pricey and smell terrible to me, but apparently smell great to a dog!"
329978,B002QWHJOU,A2YCEKVUN1W5F1,"K. Salinger ""MBA, MSN, FNP, RN""",0,2,2,1334793600,I like Greenies but these are too tiny and snap in half,"I'm a fan of Greenies for dogs. However, this size is just too small and almost immediately snap in half. The issue with that is they end up chewing each 1/2 down to a size that is easy to gag and choke on. Part of the advantage to Greenies is that they're supposed to break down to tiny bits that are easily swallowed. These breaking in half defeats the purpose.<br /><br />For puppies and even for grown up tiny dogs I recommend going one size up."
355552,B002QWP8H0,A1Q8VCGRLYKXTW,palomar,0,0,4,1350345600,Dogs liked 'em!,Our two thirteen year dogs like these.  They're prone to major tartar build up on their teeth and these helped some and made their breath better.  I never expected these to polish the teeth perfectly but they made a bad condition not so bad.
23926,B0013NUGDE,A2O7EQPGUWFS7H,Linda,0,0,2,1312934400,Taste good - but not as good at Weight Watchers Brand,"These pop chips are satisfying and good for a snack, but not what I expected.  They do not taste as good, crisp or as light as the Weight Watchers brand that is so hard to find in stock.  I wish Amazon could carry the actual Weight Watcher's Brand chips - They are the best snack out there."
563276,B007JFMH8M,A1HVOIR3GDZIZE,Kristin,0,0,2,1342137600,"Ok, but not like homemade",I'm glad I got to try this before I actually purchased it.  I would not purchase these.  The initial flavor was ok then it left a kind of chemically after taste.  It kind of reminded me of eating a cookie with the texture of a biscuit.  I definitely needed something to wash it down.
329807,B002QWHJOU,A1WWBDK22Z8WRJ,LoveShoes,0,0,4,1301702400,dog loves them,This is a great product to help maintain dog dental care. My dog looks forward to getting her treat every night
368085,B003B3OOPA,A2O1AG0Y1V0PQL,Tami M,0,2,3,1328918400,Consistency of wax,I was surprised to find that I had to actually chip this product to get any out of the container.  It is like hard wax.  I've read the reviews about being able to use it as a spread or to take a spoonful from the jar and eat it.  Did I just get a bad jar of it or do I need to do something to it so it softens up?  I don't want to give the product a bad review if it's just a bad jar so any feedback would be greatly appreciated!
23908,B0013NUGDE,ASIMCC20UVK58,R Shackleford,2,2,3,1324339200,"Popchips 5 Stars, Chili Lime Flavor 3 Stars","I have a bag of Popchips everyday with lunch. So needless to say I love Popchips. When I saw a new flavor available on Amazon of course I had to try it. Chili Lime sounded interesting, and it is indeed an interesting flavor. There is a big hint of lime along with the ""chili"" flavor which is hard to explain. I think this is one of those things that you just have to try for yourself if it sounds interesting. They're decent enough that I will finish off the box, but I can't say I would buy this flavor again."
21144,B002QWP89S,A1CQPBL4C0R0A1,pili,0,0,5,1339286400,best treat,"My dogs love these treats! When my dogs wake up in the morning thats the first thing they want to eat! Especially my dog Luna cries for one. When I say greenie, she immediately runs downstairs and sit right in front of the pantry for one. I highly recommend these treats!"
329993,B002QWHJOU,A39JZ9W8P2PIFU,Vivek Puppala,2,7,3,1292371200,Best price...,"I'm not sure how much I like this product because I'm always a little concerned our puppies might choke on the Greenies which tend to be a bit small.  When it comes to oral hygiene, I actually prefer the CET chews:  <a href=""http://www.amazon.com/gp/product/B001P3PR54"">C.E.T. Enzymatic Oral Hygiene Chews for Petite Dogs, 30 Chews</a>.  Having said that, if you already know you like Greenies, this seems to be the best price anywhere..."
21527,B002QWP89S,A3NIW2COUTH4R3,M. Nygaard,2,2,3,1321142400,Full of worms,"When we opened the box, we found it to be full of small worms. My husband was able to remove them with a small brush but they shouldn't have been there in the first place. We have gone through many many boxes of greenies and this is the first time we found worms in them. The dogs love the greenies and it helps their teeth a lot."
189425,B001EO5Q64,A2CU94CYV3N58Y,Sandy,1,1,4,1338940800,"Product good, packaging needs to be improved!","I bought the dual pack of this item and one of them spilled in shipping. The box arrived smelling of coconut, and full of oil, the oil that I paid for. The seal on the containers need to be improved. However the oil itself was everything promised. Smells like you can drink it from the container."
24173,B0013NUGDE,A30PW4ZH4AWXT1,Nor,2,5,1,1292457600,stale or rancid,I have purchased these in the past and enjoyed them. This whole box is old. the flavor is off badly.
189843,B001EO5Q64,AU8OTJTZ33K6K,Cox,0,6,1,1346284800,Didn't even ship,Well they didn't even ship this product to my house so they returned my money so at least they returned my money but I never got this so I can't really write a review about something I have never used but they have sent me like 5 e-mails and wont leave me alone until I write one so here it is
355650,B002QWP8H0,A33R7ED1RT3S4K,G. Weinberg,0,0,4,1341446400,My dog loves these,"Greenies are one of my English Bulldog's favorite treats.  They are a bit on the expensive side, but if you get them on Amazon instead of one of the large Pet stroe chains, you get a better deal.  I tried the Costco brand of dental chews (they were about half the price) and they disagreed with my dog's stomach so I came back to Greenies.  I usually break them in half and put it in is kong toy so it's like a puzzle for him to get it out.  If I just give it to him he eats it really quickly.  Overall, Greenies are a great product."
24166,B0013NUGDE,A35M1GUWO7O4D8,Molly Flanigold,1,3,1,1324857600,Jalapeno? More like gym socks and garbage.,"Holy barf bag, the jalapeno Popchips are FOUL. I love the original Popchips and I really love Jalapeno, but for some reason the Popchips people just couldn't get the flavor right. I tried one, gagged, and handed the bag off to my dad to try. He was munching cautiously when I mentioned I thought they tasted a bit like garbage. He paused, considered, and said, ""That's it. That's the taste. There's something gym-socky about it."" Save your money!"
24144,B0013NUGDE,A2ZBG7MOR367X6,Becky,0,1,1,1331164800,not tasty,"Low calorie, its true. Try other flavors not Salt & Vinegar.  Wish I could return them, but we ate 2.  Or at least tried to, yuck!"
367611,B003B3OOPA,A1CWWMP5SAKC1I,tash,2,2,5,1337817600,very very very good product,"got this product first time at the local wholefoods and got hooked. I use it as a butter to put on a toast, I add it to my meat dishes, I eat it from the spoon with my tea and apply it as a body lotion...that is how much ""action"" you can get out of that jar. It has a very pleasant light coconut taste and aroma. Just a very good product overall."
189689,B001EO5Q64,A249MQJTLYN257,JD,0,0,5,1326758400,ABSOLUTELY LOVE IT!,"I love, love, love this product. I use it for my hair, skin, cook with it and even use for massages.  Its organic, cold pressed, virgin which is the best grade you can get.  The price is very reasonable.  I bought the two container option. I keep one in the bathroom and one in the kitchen. I put a little in a small, reusable container so I can keep in my purse.  Don't want to be without it."
